batch_id,result_type,all_nan,org_vs_herbie_nan,org_vs_man_nan,herbie_vs_man_nan,org_vs_herbie_max_diff,org_vs_man_max_diff,man_vs_herbie_max_diff,org_vs_herbie_max_diff_value,org_vs_man_max_diff_value,man_vs_herbie_max_diff_value
2026-06-17T22:13:09,primal,0,0,0,0,0.0,0.0,0.0,5.19801321439195e-62,5.19801321439195e-62,5.19801321439195e-62
2026-06-17T22:13:09,first_order,499,0,0,0,1.1547005383792524,1.1547005383792524,0.0,3.68142447055721e-24,3.68142447055721e-24,2.1244471693746847e-31
2026-06-17T22:13:09,second_order,748,0,0,0,4.1718496795330275e+93,4.1718496795330275e+93,0.0,4.00200345879629e-16,4.00200345879629e-16,4.00200345879629e-16
