run_id,input_real,input_imag,original_output_real,original_output_imag,manual_output_real,manual_output_imag,herbie_output_real,herbie_output_imag,manual_vs_original,herbie_vs_original,manual_vs_herbie
2026-06-14T19:48:56,"[1.3, 1231.6, 0.9, 1.1, 1.4]","[0.4, 0.2, 0.5, 0.3, 0.1]","[173.22756033520972, 12154.202515646204, 166.27094018627255, 191.56130774174116, 167.01136465760356]","[41.636717674554546, 1304.2248390986308, 17.203810138700966, 34.803090081334275, 40.483317294117114]","[173.22756033520966, 12154.202515646204, 166.2709401862724, 191.56130774174108, 167.01136465760356]","[41.63671767455453, 1304.2248390986306, 17.203810138700955, 34.80309008133426, 40.4833172941171]","[173.22756033520966, 12154.202515646204, 166.2709401862724, 191.56130774174108, 167.01136465760356]","[41.63671767455453, 1304.2248390986306, 17.203810138700955, 34.80309008133426, 40.4833172941171]",2.2737367544323206e-13,2.2737367544323206e-13,0.0
2026-06-14T19:51:17,"[1.3, 1231.6, 0.9, 1.1, 0.002]","[0.4, 0.2, 0.5, 0.3, 0.1]","[25.492233284635578, 4526.294519894436, 21.471285991835863, 30.93268219625879, 18.6288371403172]","[1.4706906836618288, 529.2547898402759, -7.0438082315123705, -1.266945140270888, -1.4116129135397966]","[25.492233284635578, 4526.294519894436, 21.471285991835863, 30.93268219625879, 18.6288371403172]","[1.4706906836618288, 529.2547898402759, -7.043808231512372, -1.266945140270888, -1.4116129135397966]","[25.492233284635578, 4526.294519894436, 21.471285991835863, 30.93268219625879, 18.6288371403172]","[1.4706906836618288, 529.2547898402759, -7.043808231512372, -1.266945140270888, -1.4116129135397966]",1.7763568394002505e-15,1.7763568394002505e-15,0.0
2026-06-14T19:51:28,"[1.3, 1231.6, 0.9, 1.1, 2e-09]","[0.4, 0.2, 0.5, 0.3, 0.1]","[25.44331907022082, 4521.340813763445, 21.42429671487005, 30.875313772424455, 18.58113765900729]","[1.4540748913694, 528.7563588562343, -7.0499862324080595, -1.2808751673797882, -1.434556198415783]","[25.443319070220824, 4521.340813763445, 21.42429671487005, 30.87531377242446, 18.581137659007293]","[1.4540748913694017, 528.7563588562343, -7.0499862324080595, -1.2808751673797882, -1.4345561984157813]","[25.443319070220824, 4521.340813763445, 21.42429671487005, 30.87531377242446, 18.581137659007293]","[1.4540748913694017, 528.7563588562343, -7.0499862324080595, -1.2808751673797882, -1.4345561984157813]",3.972054645195637e-15,3.972054645195637e-15,0.0
2026-06-14T19:52:46,"[1.3, 1231.6, 0.9, 1.1, 1e-08]","[0.4, 0.2, 0.5, 0.3, 1e-08]","[26.07006168029732, 4533.754656498608, 21.535343033597513, 31.347028934397848, 19.507931330129853]","[-1.0329835066325863, 280.48042957123937, -9.415007400797975, -4.182816281221567, -3.8618653294278626]","[26.07006168029732, 4533.754656498608, 21.535343033597513, 31.347028934397848, 19.507931330129853]","[-1.0329835066325863, 280.48042957123937, -9.415007400797975, -4.182816281221568, -3.8618653294278635]","[26.07006168029732, 4533.754656498608, 21.535343033597513, 31.347028934397848, 19.507931330129853]","[-1.0329835066325863, 280.48042957123937, -9.415007400797975, -4.182816281221568, -3.8618653294278635]",8.881784197001252e-16,8.881784197001252e-16,0.0
