test_id,varied_index,varied_value,primal_manual_vs_original,primal_herbie_vs_original,primal_manual_vs_herbie,first_manual_vs_original,first_herbie_vs_original,first_manual_vs_herbie,second_manual_vs_original,second_herbie_vs_original,second_manual_vs_herbie
148,3,-7.0419897854492813e-07,0,0,0,0,0,0,0,0,0
149,3,-6.6014490927348725e-07,0,0,0,0,0,0,0,0,0
150,3,-6.1884682386243627e-07,0,0,0,0,0,0,0,0,0
151,3,-5.801323103833371e-07,0,0,0,0,0,0,0,0,0
152,3,-5.4383974284647861e-07,0,0,0,0,0,0,0,0,0
153,3,-5.0981760644204076e-07,0,0,0,0,0,0,0,0,0
154,3,-4.7792386499355924e-07,0,0,0,0,0,0,0,0,0
155,3,-4.4802536798294801e-07,0,0,0,0,0,0,0,0,0
156,3,-4.1999729467152908e-07,0,0,0,0,0,0,0,0,0
157,3,-3.9372263299634762e-07,0,0,0,0,0,0,0,0,0
158,3,-3.6909169106627696e-07,0,0,0,0,0,0,0,0,0
159,3,-3.4600163921850985e-07,0,0,0,0,0,0,0,0,0
160,3,-3.243560807235808e-07,0,0,0,0,0,0,0,0,0
161,3,-3.0406464934670606e-07,0,0,0,0,0,0,0,0,0
162,3,-2.8504263208534252e-07,0,0,0,0,0,0,0,0,0
163,3,-2.6721061550794319e-07,0,0,0,0,0,0,0,0,0
164,3,-2.5049415421744976e-07,0,0,0,0,0,0,0,0,0
165,3,-2.348234600554268e-07,0,0,0,0,0,0,0,0,0
166,3,-2.201331107493029e-07,0,0,0,0,0,0,0,0,0
167,3,-2.0636177678638543e-07,0,0,0,0,0,0,0,0,0
168,3,-1.934519653744039e-07,0,0,0,0,0,0,0,0,0
169,3,-1.8134978041964939e-07,0,0,0,0,0,0,0,0,0
170,3,-1.700046975206714e-07,0,0,0,0,0,0,0,0,0
171,3,-1.5936935303817695e-07,0,0,0,0,0,0,0,0,0
172,3,-1.4939934636052561e-07,0,0,0,0,0,0,0,0,0
173,3,-1.4005305453932173e-07,0,0,0,0,0,0,0,0,0
174,3,-1.312914585212461e-07,0,0,0,0,0,0,0,0,0
175,3,-1.2307798025066642e-07,0,0,0,0,0,0,0,0,0
176,3,-1.1537832996296585e-07,0,0,0,0,0,0,0,0,0
177,3,-1.0816036303107065e-07,0,0,0,0,0,0,0,0,0
178,3,-1.0139394576752911e-07,0,0,0,0,0,0,0,0,0
179,3,-9.5050829621894896e-08,0,0,0,0,0,0,0,0,0
180,3,-8.9104533248214869e-08,0,0,0,0,0,0,0,0,0
181,3,-8.353023195026772e-08,0,0,0,0,0,0,0,0,0
