run_id,input_real,input_imag,shape,original_derivative,manual_derivative,herbie_derivative,manual_vs_original,herbie_vs_original,manual_vs_herbie
2026-06-14T20:15:37,"[1.3, 1231.6, 0.9, 1.1, 1e-08]","[0.4, 0.2, 0.5, 0.3, 1e-08]","(10, 10)","[[0.8914536157779398, 0.0, 1.4054054054054053, 0.0, 0.0, -0.09992695398100813, 0.0, 0.43243243243243246, 0.0, 0.0], [0.0, 1.999998813107284, 0.001623903822067819, 0.0, 0.0, 0.0, 6.588804780434662e-07, 2.637063692868167e-07, 0.0, 0.0], [0.0, 0.0, 1.9999999999999996, 0.0, 0.0, 0.0, 0.0, -2.7755575615628914e-16, 0.0, 0.0], [0.0, 0.0, 1.692307692307692, 0.4165680473372779, 0.0, 0.0, 0.0, 0.4615384615384615, -0.04023668639053258, 0.0], [0.0, 0.0, 100000000.0, 0.0, -4999999999999997.0, 0.0, 0.0, 100000000.0, 0.0, -9000000000000000.0], [0.09992695398100816, 0.0, -0.43243243243243246, 0.0, 0.0, 0.8914536157779398, 0.0, 1.4054054054054053, 0.0, 0.0], [0.0, -6.588804780434662e-07, -2.637063692868093e-07, 0.0, 0.0, 0.0, 1.999998813107284, 0.001623903822067819, 0.0, 0.0], [0.0, 0.0, 2.7755575615628914e-16, 0.0, 0.0, 0.0, 0.0, 1.9999999999999998, 0.0, 0.0], [0.0, 0.0, -0.46153846153846145, 0.04023668639053259, 0.0, 0.0, 0.0, 1.692307692307692, 0.4165680473372777, 0.0], [0.0, 0.0, -100000000.0, 0.0, 9000000000000000.0, 0.0, 0.0, 100000000.0, 0.0, -4999999999999997.0]]","[[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]]","[[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]]",9000000000000000.0,9000000000000000.0,0.0
