run_id,input_real,input_imag,original_output_real,original_output_imag,manual_output_real,manual_output_imag,herbie_output_real,herbie_output_imag,manual_vs_original,herbie_vs_original,manual_vs_herbie
2026-06-14T20:15:37,"[1.3, 1231.6, 0.9, 1.1, 1e-08]","[0.4, 0.2, 0.5, 0.3, 1e-08]","[4.081081081081082, 2463.201461645293, 3.8000000000000007, 3.953846153846154, 140000000.00000006]","[1.1135135135135135, 0.40081171457530157, 0.9999999999999999, 1.0307692307692307, -40000000.00000001]","[3.8, 3.8, 3.8, 3.8, 3.8]","[1.0, 1.0, 1.0, 1.0, 1.0]","[3.8, 3.8, 3.8, 3.8, 3.8]","[1.0, 1.0, 1.0, 1.0, 1.0]",145602194.40654054,145602194.40654054,0.0
