batch_id,test_id,varied_index,varied_value,input_real,input_imag,shape,original_derivative,manual_derivative,herbie_derivative,manual_vs_original,herbie_vs_original,manual_vs_herbie
2026-06-17T23:44:24,0,0,1e-06,"[1e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,1,0,1.0139152071187573e-06,"[1.0139152071187573e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,2,0,1.0280240472266707e-06,"[1.0280240472266707e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,3,0,1.0423292147668973e-06,"[1.0423292147668973e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,4,0,1.0568334416763103e-06,"[1.0568334416763103e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,5,0,1.0715394979072655e-06,"[1.0715394979072655e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,6,0,1.0864501919565722e-06,"[1.0864501919565722e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,7,0,1.1015683714018616e-06,"[1.1015683714018616e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,8,0,1.1168969234453953e-06,"[1.1168969234453953e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
2026-06-17T23:44:24,9,0,1.132438775465441e-06,"[1.132438775465441e-06, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","(5, 5)","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]","[[NaN, NaN, NaN, NaN, NaN], [0.0, 5.9006930591385345, 8.284102999281046, 0.0, 6.774605401884455], [0.0, 0.0, 14.908460484098727, 0.0, 6.977197405324893], [0.0, 0.0, 8.89535389235749, 7.138411533381421, 7.274476492635228], [0.0, 0.0, 8.92722402747874, 0.0, 14.510413681686167]]",0.0,0.0,0.0
